"Order_ID";"Product_ID";"User_ID";"Order_Date";"Return_Date";"Product_Category";"Product_Price";"Order_Quantity";"Return_Reason";"Return_Status";"Days_to_Return";"User_Age";"User_Gender";"User_Location";"Payment_Method";"Shipping_Method";"Discount_Applied";"Sales";"Profit"
"ORD00005563";"PROD00005563";"USER00005563";"2023-01-26";"";"Home";498.03;1;"No Return";"Not Returned";0;54;"Female";"City40";"PayPal";"Next-Day";42.31;287.31;57.46
"ORD00005564";"PROD00005564";"USER00005564";"2024-01-10";"";"Toys";408.1;4;"No Return";"Not Returned";0;47;"Female";"City78";"Gift Card";"Express";16.81;1357.99;271.6
"ORD00005565";"PROD00005565";"USER00005565";"2024-03-29";"";"Home";246.85;4;"No Return";"Not Returned";0;38;"Male";"City29";"Gift Card";"Next-Day";19.11;798.71;159.74
"ORD00005566";"PROD00005566";"USER00005566";"2023-09-09";"";"Toys";91.85;1;"No Return";"Not Returned";0;34;"Male";"City20";"Debit Card";"Standard";7.97;84.53;16.91
"ORD00005567";"PROD00005567";"USER00005567";"2024-08-06";"";"Electronics";225.03;5;"No Return";"Not Returned";0;52;"Male";"City84";"Debit Card";"Standard";43.61;634.47;126.89
"ORD00005568";"PROD00005568";"USER00005568";"2024-01-13";"";"Home";122.2;4;"No Return";"Not Returned";0;34;"Female";"City95";"Credit Card";"Next-Day";5.87;460.11;92.02
"ORD00005569";"PROD00005569";"USER00005569";"2024-11-20";"2023-04-23";"Electronics";159.18;2;"Defective";"Returned";-577;19;"Male";"City75";"Debit Card";"Next-Day";14.37;272.61;54.52
"ORD00005570";"PROD00005570";"USER00005570";"2024-02-03";"2024-11-08";"Books";114.76;5;"Defective";"Returned";279;53;"Female";"City62";"PayPal";"Standard";46.14;309.05;61.81
"ORD00005571";"PROD00005571";"USER00005571";"2024-12-14";"2023-08-15";"Home";31.43;4;"Wrong item";"Returned";-487;25;"Female";"City33";"PayPal";"Next-Day";5.63;118.64;23.73
"ORD00005572";"PROD00005572";"USER00005572";"2023-02-13";"2024-11-11";"Electronics";26.3;3;"Wrong item";"Returned";637;35;"Male";"City46";"Credit Card";"Express";45.21;43.23;8.65
"ORD00005573";"PROD00005573";"USER00005573";"2024-04-22";"";"Clothing";154.42;2;"No Return";"Not Returned";0;26;"Female";"City11";"PayPal";"Standard";31.83;210.54;42.11
"ORD00005574";"PROD00005574";"USER00005574";"2024-10-19";"";"Clothing";494.08;5;"No Return";"Not Returned";0;40;"Female";"City14";"Credit Card";"Next-Day";8.65;2256.71;451.34
"ORD00005575";"PROD00005575";"USER00005575";"2023-10-07";"";"Home";403.41;2;"No Return";"Not Returned";0;69;"Male";"City40";"Gift Card";"Standard";28.57;576.31;115.26
"ORD00005576";"PROD00005576";"USER00005576";"2024-12-30";"2024-08-25";"Toys";291.04;4;"Not as described";"Returned";-127;38;"Male";"City69";"Gift Card";"Standard";18.67;946.81;189.36
"ORD00005577";"PROD00005577";"USER00005577";"2024-01-23";"";"Books";365.39;3;"No Return";"Not Returned";0;34;"Male";"City89";"Debit Card";"Next-Day";4.1;1051.23;210.25
"ORD00005578";"PROD00005578";"USER00005578";"2023-02-17";"2023-10-13";"Books";250.72;4;"Wrong item";"Returned";238;50;"Male";"City65";"Debit Card";"Express";44.16;560.01;112.0
"ORD00005579";"PROD00005579";"USER00005579";"2023-01-02";"";"Books";326.55;1;"No Return";"Not Returned";0;58;"Male";"City71";"PayPal";"Next-Day";17.18;270.45;54.09
"ORD00005580";"PROD00005580";"USER00005580";"2023-02-14";"2024-11-18";"Clothing";381.42;2;"Wrong item";"Returned";643;59;"Male";"City95";"Gift Card";"Standard";14.4;652.99;130.6
"ORD00005581";"PROD00005581";"USER00005581";"2024-11-06";"";"Toys";145.73;4;"No Return";"Not Returned";0;22;"Male";"City73";"Debit Card";"Standard";41.4;341.59;68.32
"ORD00005582";"PROD00005582";"USER00005582";"2024-02-06";"";"Toys";270.6;5;"No Return";"Not Returned";0;64;"Male";"City95";"Credit Card";"Standard";16.09;1135.3;227.06
"ORD00005583";"PROD00005583";"USER00005583";"2024-01-31";"2024-07-07";"Home";303.91;5;"Wrong item";"Returned";158;59;"Male";"City61";"PayPal";"Next-Day";38.5;934.52;186.9
"ORD00005584";"PROD00005584";"USER00005584";"2023-04-29";"";"Home";282.87;1;"No Return";"Not Returned";0;66;"Female";"City40";"PayPal";"Standard";24.14;214.59;42.92
"ORD00005585";"PROD00005585";"USER00005585";"2023-06-23";"2023-04-16";"Toys";76.53;3;"Wrong item";"Returned";-68;39;"Male";"City26";"Debit Card";"Express";43.38;129.99;26.0
"ORD00005586";"PROD00005586";"USER00005586";"2024-11-29";"2023-07-18";"Toys";298.11;5;"Not as described";"Returned";-500;55;"Female";"City58";"Gift Card";"Express";3.07;1444.79;288.96
"ORD00005587";"PROD00005587";"USER00005587";"2023-10-07";"";"Books";332.16;5;"No Return";"Not Returned";0;40;"Female";"City24";"PayPal";"Standard";41.48;971.9;194.38
"ORD00005588";"PROD00005588";"USER00005588";"2024-06-09";"2024-09-06";"Books";422.1;4;"Not as described";"Returned";89;70;"Female";"City10";"Gift Card";"Next-Day";22.22;1313.24;262.65
"ORD00005589";"PROD00005589";"USER00005589";"2024-02-01";"2024-05-28";"Home";479.14;3;"Wrong item";"Returned";117;19;"Female";"City5";"PayPal";"Express";38.37;885.88;177.18
"ORD00005590";"PROD00005590";"USER00005590";"2024-03-14";"";"Electronics";483.36;1;"No Return";"Not Returned";0;37;"Female";"City36";"Debit Card";"Express";15.53;408.29;81.66
"ORD00005591";"PROD00005591";"USER00005591";"2023-03-24";"2023-09-13";"Toys";132.7;2;"Not as described";"Returned";173;43;"Male";"City30";"Gift Card";"Next-Day";25.07;198.86;39.77
"ORD00005592";"PROD00005592";"USER00005592";"2023-09-03";"2023-12-04";"Clothing";345.09;1;"Defective";"Returned";92;35;"Male";"City59";"PayPal";"Next-Day";47.41;181.48;36.3
"ORD00005593";"PROD00005593";"USER00005593";"2024-11-24";"2023-01-05";"Books";363.84;3;"Changed mind";"Returned";-689;56;"Male";"City69";"Gift Card";"Standard";15.97;917.2;183.44
"ORD00005594";"PROD00005594";"USER00005594";"2023-11-29";"";"Books";239.33;5;"No Return";"Not Returned";0;50;"Male";"City93";"PayPal";"Express";9.02;1088.71;217.74
"ORD00005595";"PROD00005595";"USER00005595";"2023-05-16";"2024-06-19";"Clothing";280.77;4;"Changed mind";"Returned";400;36;"Female";"City4";"PayPal";"Next-Day";32.63;756.62;151.32
"ORD00005596";"PROD00005596";"USER00005596";"2024-04-28";"";"Clothing";491.12;3;"No Return";"Not Returned";0;21;"Male";"City55";"Gift Card";"Express";46.86;782.94;156.59
"ORD00005597";"PROD00005597";"USER00005597";"2023-06-16";"";"Books";280.97;4;"No Return";"Not Returned";0;25;"Female";"City22";"Debit Card";"Express";9.0;1022.73;204.55
"ORD00005598";"PROD00005598";"USER00005598";"2024-08-20";"2023-11-03";"Books";86.01;1;"Changed mind";"Returned";-291;51;"Male";"City10";"Credit Card";"Express";35.71;55.3;11.06
"ORD00005599";"PROD00005599";"USER00005599";"2023-08-28";"2024-06-24";"Books";313.43;2;"Wrong item";"Returned";301;58;"Male";"City4";"Debit Card";"Standard";47.21;330.92;66.18
"ORD00005600";"PROD00005600";"USER00005600";"2023-05-14";"";"Electronics";178.13;3;"No Return";"Not Returned";0;61;"Male";"City28";"Gift Card";"Next-Day";16.16;448.03;89.61
"ORD00005601";"PROD00005601";"USER00005601";"2024-11-24";"";"Clothing";259.99;1;"No Return";"Not Returned";0;50;"Male";"City54";"Debit Card";"Next-Day";34.85;169.38;33.88
"ORD00005602";"PROD00005602";"USER00005602";"2024-06-14";"2024-02-22";"Clothing";173.57;5;"Wrong item";"Returned";-113;59;"Male";"City84";"Debit Card";"Next-Day";7.71;800.94;160.19
"ORD00005603";"PROD00005603";"USER00005603";"2023-09-21";"2024-09-06";"Books";487.03;4;"Wrong item";"Returned";351;48;"Male";"City93";"Gift Card";"Express";49.93;975.42;195.08
"ORD00005604";"PROD00005604";"USER00005604";"2023-12-27";"";"Books";203.01;3;"No Return";"Not Returned";0;29;"Male";"City96";"Gift Card";"Standard";14.87;518.47;103.69
"ORD00005605";"PROD00005605";"USER00005605";"2024-07-16";"2024-02-17";"Electronics";124.93;3;"Not as described";"Returned";-150;48;"Female";"City53";"Gift Card";"Express";43.27;212.62;42.52
"ORD00005606";"PROD00005606";"USER00005606";"2024-06-21";"2024-02-02";"Clothing";190.22;5;"Defective";"Returned";-140;27;"Female";"City54";"PayPal";"Next-Day";23.01;732.25;146.45
"ORD00005607";"PROD00005607";"USER00005607";"2023-07-26";"";"Books";374.26;2;"No Return";"Not Returned";0;65;"Male";"City43";"Credit Card";"Express";25.64;556.6;111.32
"ORD00005608";"PROD00005608";"USER00005608";"2024-08-30";"";"Clothing";443.8;4;"No Return";"Not Returned";0;35;"Male";"City11";"Credit Card";"Next-Day";45.91;960.21;192.04
"ORD00005609";"PROD00005609";"USER00005609";"2024-09-25";"";"Clothing";39.16;3;"No Return";"Not Returned";0;23;"Female";"City94";"Debit Card";"Express";25.64;87.36;17.47
"ORD00005610";"PROD00005610";"USER00005610";"2023-03-20";"2024-02-26";"Clothing";270.14;1;"Wrong item";"Returned";343;59;"Male";"City2";"Credit Card";"Next-Day";38.02;167.43;33.49
"ORD00005611";"PROD00005611";"USER00005611";"2024-09-25";"2023-04-04";"Toys";50.97;2;"Wrong item";"Returned";-540;68;"Male";"City11";"Debit Card";"Express";15.95;85.68;17.14
"ORD00005612";"PROD00005612";"USER00005612";"2023-03-18";"";"Electronics";327.46;2;"No Return";"Not Returned";0;70;"Female";"City22";"PayPal";"Next-Day";11.94;576.72;115.34
"ORD00005613";"PROD00005613";"USER00005613";"2023-11-13";"2023-05-16";"Home";32.21;3;"Not as described";"Returned";-181;53;"Male";"City68";"PayPal";"Standard";39.34;58.62;11.72
"ORD00005614";"PROD00005614";"USER00005614";"2023-03-01";"";"Home";209.87;2;"No Return";"Not Returned";0;30;"Male";"City73";"Credit Card";"Express";33.82;277.78;55.56
"ORD00005615";"PROD00005615";"USER00005615";"2024-06-22";"";"Electronics";372.4;4;"No Return";"Not Returned";0;24;"Male";"City51";"PayPal";"Express";37.0;938.45;187.69
"ORD00005616";"PROD00005616";"USER00005616";"2023-05-11";"2024-03-17";"Toys";234.2;1;"Changed mind";"Returned";311;37;"Female";"City48";"Debit Card";"Standard";14.2;200.94;40.19
"ORD00005617";"PROD00005617";"USER00005617";"2023-07-25";"2023-05-30";"Electronics";5.64;1;"Not as described";"Returned";-56;52;"Male";"City93";"Gift Card";"Express";43.11;3.21;0.64
"ORD00005618";"PROD00005618";"USER00005618";"2023-03-31";"";"Electronics";406.64;4;"No Return";"Not Returned";0;33;"Female";"City6";"PayPal";"Express";8.27;1492.04;298.41
"ORD00005619";"PROD00005619";"USER00005619";"2024-12-20";"2024-06-26";"Clothing";376.39;5;"Changed mind";"Returned";-177;24;"Male";"City59";"Debit Card";"Express";31.35;1291.96;258.39
"ORD00005620";"PROD00005620";"USER00005620";"2023-05-03";"";"Books";326.77;2;"No Return";"Not Returned";0;56;"Male";"City89";"PayPal";"Express";29.91;458.07;91.61
"ORD00005621";"PROD00005621";"USER00005621";"2024-01-29";"2023-08-21";"Home";207.24;3;"Not as described";"Returned";-161;52;"Male";"City3";"Gift Card";"Standard";16.22;520.88;104.18
"ORD00005622";"PROD00005622";"USER00005622";"2023-03-27";"2024-05-15";"Electronics";301.17;2;"Not as described";"Returned";415;64;"Male";"City98";"Credit Card";"Standard";12.43;527.47;105.49
"ORD00005623";"PROD00005623";"USER00005623";"2023-10-18";"2023-06-02";"Clothing";377.53;5;"Not as described";"Returned";-138;68;"Female";"City2";"Gift Card";"Next-Day";18.38;1540.7;308.14
"ORD00005624";"PROD00005624";"USER00005624";"2024-07-18";"";"Books";180.5;2;"No Return";"Not Returned";0;55;"Male";"City44";"Debit Card";"Standard";7.16;335.15;67.03
"ORD00005625";"PROD00005625";"USER00005625";"2023-11-25";"";"Toys";385.39;4;"No Return";"Not Returned";0;43;"Female";"City48";"Gift Card";"Express";35.35;996.62;199.32
"ORD00005626";"PROD00005626";"USER00005626";"2024-11-07";"";"Clothing";220.34;2;"No Return";"Not Returned";0;64;"Male";"City37";"PayPal";"Standard";46.51;235.72;47.14
"ORD00005627";"PROD00005627";"USER00005627";"2024-05-30";"";"Clothing";211.3;1;"No Return";"Not Returned";0;57;"Female";"City45";"PayPal";"Standard";32.73;142.14;28.43
"ORD00005628";"PROD00005628";"USER00005628";"2024-02-07";"2024-10-01";"Books";255.11;3;"Changed mind";"Returned";237;32;"Male";"City45";"PayPal";"Express";23.06;588.84;117.77
"ORD00005629";"PROD00005629";"USER00005629";"2024-08-16";"2024-02-02";"Electronics";402.83;2;"Defective";"Returned";-196;57;"Male";"City89";"Credit Card";"Standard";44.98;443.27;88.65
"ORD00005630";"PROD00005630";"USER00005630";"2024-12-31";"";"Toys";497.39;2;"No Return";"Not Returned";0;65;"Male";"City32";"PayPal";"Standard";25.75;738.62;147.72
"ORD00005631";"PROD00005631";"USER00005631";"2023-03-13";"";"Clothing";223.76;1;"No Return";"Not Returned";0;59;"Female";"City29";"PayPal";"Standard";12.32;196.19;39.24
"ORD00005632";"PROD00005632";"USER00005632";"2024-11-14";"";"Clothing";225.98;2;"No Return";"Not Returned";0;47;"Male";"City86";"PayPal";"Next-Day";10.19;405.91;81.18
"ORD00005633";"PROD00005633";"USER00005633";"2024-06-15";"";"Electronics";204.91;3;"No Return";"Not Returned";0;69;"Female";"City50";"Gift Card";"Express";23.18;472.24;94.45
"ORD00005634";"PROD00005634";"USER00005634";"2024-03-03";"2024-06-25";"Electronics";194.48;5;"Not as described";"Returned";114;70;"Male";"City82";"PayPal";"Next-Day";32.61;655.3;131.06
"ORD00005635";"PROD00005635";"USER00005635";"2024-02-05";"";"Clothing";312.68;3;"No Return";"Not Returned";0;55;"Female";"City63";"Credit Card";"Next-Day";43.57;529.34;105.87
"ORD00005636";"PROD00005636";"USER00005636";"2024-05-24";"2024-03-10";"Clothing";84.36;1;"Defective";"Returned";-75;60;"Male";"City29";"Gift Card";"Next-Day";38.22;52.12;10.42
"ORD00005637";"PROD00005637";"USER00005637";"2024-01-31";"";"Clothing";484.84;1;"No Return";"Not Returned";0;18;"Male";"City93";"Debit Card";"Standard";27.05;353.69;70.74
"ORD00005638";"PROD00005638";"USER00005638";"2023-10-15";"";"Home";191.13;4;"No Return";"Not Returned";0;22;"Male";"City35";"Debit Card";"Standard";42.56;439.14;87.83
"ORD00005639";"PROD00005639";"USER00005639";"2023-07-15";"";"Home";138.44;4;"No Return";"Not Returned";0;37;"Female";"City36";"Debit Card";"Standard";44.91;305.07;61.01
"ORD00005640";"PROD00005640";"USER00005640";"2024-12-28";"";"Books";130.88;2;"No Return";"Not Returned";0;49;"Male";"City55";"Credit Card";"Next-Day";25.17;195.88;39.18
"ORD00005641";"PROD00005641";"USER00005641";"2023-12-19";"";"Books";465.75;5;"No Return";"Not Returned";0;56;"Male";"City66";"PayPal";"Next-Day";25.66;1731.19;346.24
"ORD00005642";"PROD00005642";"USER00005642";"2024-06-06";"";"Electronics";392.42;5;"No Return";"Not Returned";0;57;"Male";"City93";"Credit Card";"Express";31.89;1336.39;267.28
"ORD00005643";"PROD00005643";"USER00005643";"2024-06-21";"";"Toys";322.96;1;"No Return";"Not Returned";0;46;"Male";"City12";"Credit Card";"Standard";44.57;179.02;35.8
"ORD00005644";"PROD00005644";"USER00005644";"2023-03-20";"";"Toys";64.82;2;"No Return";"Not Returned";0;50;"Male";"City42";"PayPal";"Express";24.84;97.44;19.49
"ORD00005645";"PROD00005645";"USER00005645";"2024-09-13";"2024-09-07";"Toys";114.65;5;"Wrong item";"Returned";-6;30;"Female";"City60";"Debit Card";"Standard";49.2;291.21;58.24
"ORD00005646";"PROD00005646";"USER00005646";"2023-11-26";"";"Toys";140.35;3;"No Return";"Not Returned";0;46;"Female";"City82";"Debit Card";"Express";18.14;344.67;68.93
"ORD00005647";"PROD00005647";"USER00005647";"2023-03-10";"";"Clothing";42.3;5;"No Return";"Not Returned";0;31;"Female";"City2";"Gift Card";"Next-Day";11.89;186.35;37.27
"ORD00005648";"PROD00005648";"USER00005648";"2024-01-24";"2023-02-03";"Electronics";400.39;1;"Defective";"Returned";-355;40;"Female";"City92";"Debit Card";"Next-Day";7.36;370.92;74.18
"ORD00005649";"PROD00005649";"USER00005649";"2023-12-12";"";"Clothing";383.65;1;"No Return";"Not Returned";0;47;"Female";"City28";"Debit Card";"Next-Day";5.35;363.12;72.62
"ORD00005650";"PROD00005650";"USER00005650";"2023-11-17";"";"Clothing";427.58;2;"No Return";"Not Returned";0;22;"Male";"City97";"PayPal";"Next-Day";17.26;707.56;141.51
"ORD00005651";"PROD00005651";"USER00005651";"2023-10-05";"";"Clothing";195.07;1;"No Return";"Not Returned";0;54;"Male";"City99";"Credit Card";"Standard";19.11;157.79;31.56
"ORD00005652";"PROD00005652";"USER00005652";"2023-01-06";"";"Home";450.7;4;"No Return";"Not Returned";0;50;"Female";"City62";"Debit Card";"Next-Day";3.61;1737.72;347.54
"ORD00005653";"PROD00005653";"USER00005653";"2023-03-09";"2023-11-27";"Home";68.09;5;"Wrong item";"Returned";263;59;"Male";"City38";"Credit Card";"Express";14.62;290.68;58.14
"ORD00005654";"PROD00005654";"USER00005654";"2024-12-09";"";"Toys";288.15;4;"No Return";"Not Returned";0;48;"Male";"City63";"Credit Card";"Next-Day";10.62;1030.19;206.04
"ORD00005655";"PROD00005655";"USER00005655";"2023-03-23";"2023-11-28";"Home";371.12;1;"Wrong item";"Returned";250;50;"Female";"City64";"Gift Card";"Standard";39.62;224.08;44.82
"ORD00005656";"PROD00005656";"USER00005656";"2024-09-12";"2024-08-23";"Toys";29.71;4;"Not as described";"Returned";-20;43;"Female";"City64";"Debit Card";"Next-Day";46.51;63.57;12.71
"ORD00005657";"PROD00005657";"USER00005657";"2024-07-12";"";"Home";359.49;3;"No Return";"Not Returned";0;29;"Male";"City92";"Gift Card";"Standard";35.46;696.04;139.21
"ORD00005658";"PROD00005658";"USER00005658";"2024-11-08";"2024-01-23";"Books";279.15;4;"Wrong item";"Returned";-290;47;"Female";"City81";"PayPal";"Standard";15.29;945.87;189.17
"ORD00005659";"PROD00005659";"USER00005659";"2023-07-01";"";"Electronics";18.1;2;"No Return";"Not Returned";0;39;"Female";"City35";"Credit Card";"Express";15.61;30.55;6.11
"ORD00005660";"PROD00005660";"USER00005660";"2024-07-08";"2023-06-24";"Electronics";103.9;1;"Changed mind";"Returned";-380;21;"Female";"City58";"Credit Card";"Express";19.02;84.14;16.83
"ORD00005661";"PROD00005661";"USER00005661";"2024-03-14";"";"Toys";103.37;3;"No Return";"Not Returned";0;59;"Female";"City83";"Credit Card";"Next-Day";26.15;229.02;45.8
"ORD00005662";"PROD00005662";"USER00005662";"2024-07-15";"2023-08-24";"Home";61.25;1;"Defective";"Returned";-326;49;"Female";"City68";"PayPal";"Express";16.95;50.87;10.17
"ORD00005663";"PROD00005663";"USER00005663";"2023-12-14";"";"Books";170.12;5;"No Return";"Not Returned";0;25;"Female";"City64";"Debit Card";"Standard";4.12;815.56;163.11
"ORD00005664";"PROD00005664";"USER00005664";"2023-09-29";"";"Books";478.0;3;"No Return";"Not Returned";0;23;"Female";"City43";"Debit Card";"Standard";18.46;1169.28;233.86
"ORD00005665";"PROD00005665";"USER00005665";"2023-07-15";"";"Home";80.16;5;"No Return";"Not Returned";0;62;"Female";"City33";"Debit Card";"Express";47.91;208.78;41.76
"ORD00005666";"PROD00005666";"USER00005666";"2024-01-12";"";"Toys";252.97;4;"No Return";"Not Returned";0;35;"Male";"City18";"PayPal";"Express";16.25;847.45;169.49
"ORD00005667";"PROD00005667";"USER00005667";"2024-03-03";"2023-04-08";"Electronics";483.13;1;"Wrong item";"Returned";-330;62;"Female";"City81";"Credit Card";"Next-Day";22.99;372.06;74.41
"ORD00005668";"PROD00005668";"USER00005668";"2024-06-16";"";"Home";275.92;5;"No Return";"Not Returned";0;67;"Male";"City26";"Credit Card";"Next-Day";8.88;1257.09;251.42
"ORD00005669";"PROD00005669";"USER00005669";"2023-09-19";"";"Books";266.66;4;"No Return";"Not Returned";0;58;"Female";"City99";"Debit Card";"Next-Day";6.95;992.51;198.5
"ORD00005670";"PROD00005670";"USER00005670";"2024-07-29";"2024-08-30";"Electronics";12.37;1;"Defective";"Returned";32;43;"Male";"City19";"Debit Card";"Next-Day";5.74;11.66;2.33
"ORD00005671";"PROD00005671";"USER00005671";"2024-07-25";"";"Books";67.16;1;"No Return";"Not Returned";0;63;"Female";"City92";"PayPal";"Express";5.71;63.33;12.67
"ORD00005672";"PROD00005672";"USER00005672";"2023-02-01";"";"Electronics";283.62;4;"No Return";"Not Returned";0;47;"Female";"City16";"Debit Card";"Standard";34.13;747.28;149.46
"ORD00005673";"PROD00005673";"USER00005673";"2023-11-30";"";"Electronics";156.38;4;"No Return";"Not Returned";0;48;"Male";"City20";"Credit Card";"Next-Day";11.33;554.65;110.93
"ORD00005674";"PROD00005674";"USER00005674";"2023-12-12";"";"Home";8.47;4;"No Return";"Not Returned";0;54;"Male";"City81";"Credit Card";"Standard";15.9;28.49;5.7
"ORD00005675";"PROD00005675";"USER00005675";"2023-11-05";"2024-09-07";"Clothing";476.19;3;"Wrong item";"Returned";307;41;"Female";"City50";"Credit Card";"Express";20.4;1137.14;227.43
"ORD00005676";"PROD00005676";"USER00005676";"2024-08-31";"2023-07-30";"Clothing";464.42;5;"Changed mind";"Returned";-398;31;"Female";"City49";"Debit Card";"Next-Day";18.05;1902.96;380.59
"ORD00005677";"PROD00005677";"USER00005677";"2024-10-26";"2023-08-06";"Electronics";141.1;2;"Wrong item";"Returned";-447;50;"Female";"City35";"Debit Card";"Standard";10.44;252.74;50.55
"ORD00005678";"PROD00005678";"USER00005678";"2023-11-25";"";"Electronics";107.21;1;"No Return";"Not Returned";0;19;"Female";"City48";"Credit Card";"Express";42.63;61.51;12.3
"ORD00005679";"PROD00005679";"USER00005679";"2024-03-18";"";"Electronics";272.91;3;"No Return";"Not Returned";0;58;"Female";"City48";"PayPal";"Standard";12.41;717.13;143.43
"ORD00005680";"PROD00005680";"USER00005680";"2023-07-15";"";"Books";329.38;5;"No Return";"Not Returned";0;62;"Female";"City79";"Gift Card";"Express";12.28;1444.66;288.93
"ORD00005681";"PROD00005681";"USER00005681";"2023-11-08";"2024-06-03";"Electronics";243.93;4;"Not as described";"Returned";208;19;"Female";"City97";"PayPal";"Express";36.8;616.66;123.33
"ORD00005682";"PROD00005682";"USER00005682";"2023-02-08";"2023-01-21";"Toys";352.59;3;"Not as described";"Returned";-18;31;"Female";"City20";"PayPal";"Express";46.01;571.09;114.22
"ORD00005683";"PROD00005683";"USER00005683";"2024-06-04";"";"Toys";390.69;5;"No Return";"Not Returned";0;19;"Female";"City97";"Gift Card";"Next-Day";47.5;1025.56;205.11
"ORD00005684";"PROD00005684";"USER00005684";"2024-12-07";"2024-12-30";"Home";43.17;5;"Defective";"Returned";23;33;"Male";"City35";"Debit Card";"Express";23.58;164.95;32.99
"ORD00005685";"PROD00005685";"USER00005685";"2023-10-06";"";"Home";281.96;5;"No Return";"Not Returned";0;67;"Female";"City37";"PayPal";"Express";30.97;973.18;194.64
"ORD00005686";"PROD00005686";"USER00005686";"2023-06-07";"";"Electronics";208.89;5;"No Return";"Not Returned";0;32;"Male";"City15";"Gift Card";"Express";8.87;951.81;190.36
"ORD00005687";"PROD00005687";"USER00005687";"2023-08-12";"2024-10-19";"Toys";83.97;2;"Not as described";"Returned";434;34;"Male";"City73";"PayPal";"Express";41.89;97.59;19.52
"ORD00005688";"PROD00005688";"USER00005688";"2023-06-23";"2023-10-11";"Home";215.75;4;"Wrong item";"Returned";110;22;"Female";"City77";"Gift Card";"Express";10.6;771.52;154.3
"ORD00005689";"PROD00005689";"USER00005689";"2024-07-10";"";"Clothing";337.82;2;"No Return";"Not Returned";0;29;"Male";"City43";"Credit Card";"Express";37.97;419.1;83.82
"ORD00005690";"PROD00005690";"USER00005690";"2024-12-22";"";"Electronics";402.59;5;"No Return";"Not Returned";0;50;"Male";"City31";"Debit Card";"Next-Day";16.05;1689.87;337.97
"ORD00005691";"PROD00005691";"USER00005691";"2024-02-16";"";"Books";323.43;2;"No Return";"Not Returned";0;59;"Female";"City24";"Gift Card";"Express";25.4;482.56;96.51
"ORD00005692";"PROD00005692";"USER00005692";"2023-04-04";"2023-07-24";"Books";400.25;3;"Changed mind";"Returned";111;20;"Female";"City83";"PayPal";"Next-Day";30.88;829.96;165.99
"ORD00005693";"PROD00005693";"USER00005693";"2024-04-18";"2023-12-24";"Clothing";40.49;2;"Wrong item";"Returned";-116;42;"Female";"City18";"Credit Card";"Express";39.73;48.81;9.76
"ORD00005694";"PROD00005694";"USER00005694";"2023-08-09";"";"Electronics";295.18;3;"No Return";"Not Returned";0;39;"Female";"City76";"Debit Card";"Standard";27.51;641.93;128.39
"ORD00005695";"PROD00005695";"USER00005695";"2023-02-02";"2024-02-24";"Books";316.96;4;"Defective";"Returned";387;44;"Female";"City62";"Gift Card";"Express";13.12;1101.5;220.3
"ORD00005696";"PROD00005696";"USER00005696";"2023-05-27";"";"Toys";121.84;4;"No Return";"Not Returned";0;55;"Male";"City53";"Credit Card";"Express";48.82;249.43;49.89
"ORD00005697";"PROD00005697";"USER00005697";"2024-11-05";"2024-03-25";"Toys";190.53;2;"Changed mind";"Returned";-225;47;"Female";"City48";"PayPal";"Standard";25.31;284.61;56.92
"ORD00005698";"PROD00005698";"USER00005698";"2023-04-01";"";"Clothing";354.94;4;"No Return";"Not Returned";0;37;"Female";"City51";"PayPal";"Standard";44.72;784.84;156.97
"ORD00005699";"PROD00005699";"USER00005699";"2023-09-06";"";"Electronics";153.94;2;"No Return";"Not Returned";0;32;"Female";"City70";"PayPal";"Standard";21.38;242.06;48.41
"ORD00005700";"PROD00005700";"USER00005700";"2023-04-18";"";"Books";353.91;5;"No Return";"Not Returned";0;60;"Male";"City73";"Gift Card";"Standard";23.87;1347.16;269.43
"ORD00005701";"PROD00005701";"USER00005701";"2023-02-19";"";"Books";222.82;4;"No Return";"Not Returned";0;55;"Male";"City72";"Gift Card";"Standard";26.6;654.2;130.84
"ORD00005702";"PROD00005702";"USER00005702";"2023-10-22";"2024-07-24";"Electronics";191.24;5;"Defective";"Returned";276;25;"Female";"City69";"Debit Card";"Standard";10.69;853.98;170.8
"ORD00005703";"PROD00005703";"USER00005703";"2024-08-21";"";"Clothing";470.4;3;"No Return";"Not Returned";0;28;"Female";"City15";"Gift Card";"Next-Day";8.2;1295.48;259.1
"ORD00005704";"PROD00005704";"USER00005704";"2024-07-07";"2023-04-10";"Toys";167.79;4;"Defective";"Returned";-454;63;"Male";"City56";"Gift Card";"Standard";32.41;453.64;90.73
"ORD00005705";"PROD00005705";"USER00005705";"2023-05-30";"2024-11-12";"Clothing";375.55;5;"Wrong item";"Returned";532;34;"Male";"City93";"Debit Card";"Standard";36.74;1187.86;237.57
"ORD00005706";"PROD00005706";"USER00005706";"2023-12-09";"";"Clothing";252.92;2;"No Return";"Not Returned";0;56;"Female";"City4";"Credit Card";"Next-Day";43.52;285.7;57.14
"ORD00005707";"PROD00005707";"USER00005707";"2023-01-17";"2024-09-25";"Clothing";348.47;2;"Not as described";"Returned";617;30;"Female";"City47";"PayPal";"Next-Day";21.24;548.91;109.78
"ORD00005708";"PROD00005708";"USER00005708";"2023-11-30";"2023-04-19";"Clothing";358.87;3;"Changed mind";"Returned";-225;58;"Male";"City48";"Debit Card";"Next-Day";36.69;681.6;136.32
